,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmockWT_1,CPM.LPmockWT_2,CPM.LPmockWT_3,CPM.LPmockWT_4,CPM.LPmockpho2_1,CPM.LPmockpho2_2,CPM.LPmockpho2_3,CPM.LPmockpho2_4
198,AGIS_Os01g001980,-2.793153e-01, 3.2824821968, 1.363624e+00,2.787841e-01,0.682951947,Not_significant,1.414202e+01,8.414319e+00,1.043270e+01,9.681022e+00,8.399161e+00,1.088188e+01,8.047941e+00,7.555524e+00
199,AGIS_Os01g001990,-6.437075e-01, 1.2691242729, 3.755940e+00,9.093563e-02,0.527008416,Not_significant,2.790880e+00,2.953017e+00,1.994267e+00,3.699252e+00,1.608794e+00,1.317991e+00,1.545631e+00,3.087410e+00
200,AGIS_Os01g002000,-1.708298e-01, 2.0706281902, 3.856267e-01,5.529578e-01,0.835742265,Not_significant,4.831271e+00,3.468905e+00,4.241539e+00,5.076634e+00,4.262261e+00,4.359510e+00,2.895837e+00,4.180468e+00
201,AGIS_Os01g002010,-5.819232e-01, 4.5311090264, 1.182907e+01,9.709117e-03,0.317378210,Not_significant,2.483649e+01,3.330149e+01,2.544923e+01,2.739021e+01,1.763406e+01,1.919536e+01,1.904502e+01,1.781493e+01
202,AGIS_Os01g002020, 4.509477e-01, 5.9900940954, 3.277225e+00,1.105486e-01,0.548717265,Not_significant,5.830359e+01,3.890511e+01,6.241759e+01,5.413108e+01,4.874438e+01,8.528080e+01,8.261131e+01,7.779889e+01
203,AGIS_Os01g002030,-2.214826e-01, 1.6610716577, 3.833679e-01,5.541888e-01,0.836247944,Not_significant,2.368730e+00,3.629008e+00,4.717782e+00,2.794116e+00,3.322056e+00,1.909398e+00,2.913603e+00,3.336704e+00
204,AGIS_Os01g002040,-3.860292e-01, 4.4728352921, 3.880066e+00,8.671990e-02,0.522372065,Not_significant,2.134202e+01,3.011721e+01,2.550876e+01,2.355322e+01,2.243955e+01,1.774219e+01,1.988001e+01,1.676022e+01
205,AGIS_Os01g002050,-4.311384e-02, 3.7214623773, 4.365836e-02,8.400386e-01,0.950998136,Not_significant,1.128078e+01,1.547665e+01,1.349851e+01,1.314415e+01,1.531489e+01,1.165915e+01,1.229398e+01,1.256058e+01
206,AGIS_Os01g002060,-1.200533e-01, 4.5798900203, 4.182418e-01,5.370488e-01,0.826733709,Not_significant,2.727557e+01,2.442465e+01,2.364844e+01,2.388773e+01,1.874141e+01,2.475458e+01,2.593818e+01,2.235975e+01
207,AGIS_Os01g002070, 8.423986e-01, 1.6266143854, 3.865488e+00,8.747548e-02,0.522977002,Not_significant,7.035832e-01,2.045765e+00,3.676000e+00,3.030239e+00,2.966868e+00,4.917121e+00,3.855195e+00,3.183292e+00
208,AGIS_Os01g002080, 1.835033e-01, 3.7020238343, 7.071500e-01,4.263932e-01,0.770538487,Not_significant,7.739415e+00,1.188322e+01,1.690662e+01,1.298674e+01,1.278678e+01,1.331509e+01,1.383962e+01,1.434399e+01
209,AGIS_Os01g002090,-2.031987e-02, 3.4159286398, 7.040952e-03,9.353358e-01,0.984236235,Not_significant,7.950490e+00,1.275490e+01,1.120659e+01,1.088131e+01,1.044672e+01,7.772769e+00,1.080165e+01,1.327011e+01
227,AGIS_Os01g002270,-2.261325e-01, 1.3633327787, 2.646711e-01,6.218204e-01,0.868758433,Not_significant,2.274919e+00,2.988595e+00,1.696616e+00,3.974729e+00,2.319171e+00,1.622143e+00,3.517643e+00,1.898469e+00
228,AGIS_Os01g002280, 1.649541e-01, 6.4747883707, 2.581295e-01,6.260879e-01,0.870886617,Not_significant,5.380066e+01,7.672507e+01,1.050413e+02,9.793180e+01,1.294139e+02,8.136062e+01,6.074152e+01,1.062184e+02
229,AGIS_Os01g002290,-1.584245e-01, 5.6592612073, 1.331319e-01,7.253346e-01,0.911383459,Not_significant,3.215375e+01,4.975655e+01,6.917429e+01,5.552814e+01,6.779919e+01,3.835693e+01,2.051958e+01,7.070360e+01
232,AGIS_Os01g002320,-1.161763e+00, 4.1404819395, 1.420678e+00,2.698332e-01,0.675751635,Not_significant,2.087297e+01,3.139804e+01,2.872340e+00,4.742127e+01,1.310018e+01,8.938685e+00,1.357313e+01,2.646351e+00
241,AGIS_Os01g002410, 4.647473e-01, 3.3086934762, 3.278512e+00,1.104898e-01,0.548717265,Not_significant,7.833226e+00,6.279608e+00,1.162330e+01,7.673981e+00,1.458362e+01,1.005391e+01,9.149425e+00,1.177435e+01
242,AGIS_Os01g002420,-9.020021e-01, 1.4576435303, 4.640574e+00,6.581068e-02,0.492277116,Not_significant,3.048860e+00,4.073740e+00,3.274170e+00,3.148300e+00,6.268030e-01,2.669777e+00,2.025310e+00,2.799763e+00
243,AGIS_Os01g002430, 3.139643e-01, 4.5346491096, 2.159349e+00,1.825813e-01,0.610305502,Not_significant,2.031010e+01,1.691758e+01,2.570224e+01,1.922431e+01,3.487114e+01,2.191583e+01,2.115916e+01,2.502528e+01
244,AGIS_Os01g002440, 4.610124e-01, 4.5030192288, 3.755850e+00,9.125884e-02,0.527008416,Not_significant,2.152965e+01,1.416025e+01,2.314243e+01,1.725662e+01,1.773853e+01,2.635983e+01,3.013092e+01,3.077822e+01
245,AGIS_Os01g002450, 1.852409e+00, 1.8617840747, 1.038392e+01,1.339751e-02,0.350351745,Not_significant,1.571336e+00,3.557851e-01,1.562672e+00,3.364746e+00,8.336480e+00,4.984711e+00,2.274032e+00,6.347408e+00
248,AGIS_Os01g002480, 1.013498e-01,-0.5237866502, 2.841116e-02,8.705905e-01,0.962319317,Not_significant,6.566776e-01,9.961984e-01,6.399515e-01,2.754762e-01,1.002885e+00,8.279689e-01,4.086151e-01,4.602350e-01
253,AGIS_Os01g002530, 7.044316e-01, 5.0918989901, 1.829195e+00,2.157938e-01,0.634019713,Not_significant,1.196091e+01,1.878546e+01,3.763808e+01,2.815761e+01,8.303051e+01,1.927985e+01,2.487222e+01,4.882326e+01
254,AGIS_Os01g002540, 1.016788e+00, 4.7503790114, 3.430758e+00,1.038202e-01,0.543155244,Not_significant,6.590229e+00,1.579686e+01,3.302447e+01,1.420670e+01,7.036909e+01,2.394351e+01,3.009539e+01,2.099822e+01
255,AGIS_Os01g002550, 3.847496e-01, 7.0274256499, 4.284146e-01,5.324270e-01,0.823694770,Not_significant,3.044170e+01,1.019502e+02,1.324104e+02,1.978116e+02,2.341527e+02,1.091060e+02,7.994643e+01,1.575346e+02
256,AGIS_Os01g002560,-5.287183e-01, 3.8045353659, 4.224701e+00,7.643153e-02,0.510560964,Not_significant,1.590098e+01,1.298616e+01,1.515048e+01,2.087716e+01,6.059096e+00,1.213228e+01,1.355536e+01,1.482340e+01
257,AGIS_Os01g002570,-2.631848e-01,-0.2378527351, 1.124039e-01,7.466577e-01,0.919485265,Not_significant,1.688600e+00,8.894629e-01,5.804211e-01,4.919219e-01,2.298278e-01,7.434823e-01,9.060596e-01,9.779994e-01
259,AGIS_Os01g002590, 7.096649e-01, 6.7060783813, 1.466657e+00,2.628465e-01,0.668669511,Not_significant,4.906320e+01,5.278073e+01,1.801538e+02,6.099831e+01,1.899004e+02,1.287069e+02,5.283571e+01,1.205049e+02
260,AGIS_Os01g002600, 2.197005e-01, 3.3853542361, 1.138172e+00,3.190871e-01,0.707964012,Not_significant,6.261890e+00,1.197217e+01,8.929555e+00,1.180612e+01,9.255791e+00,1.324750e+01,1.121027e+01,1.060458e+01
261,AGIS_Os01g002610,-1.848904e-01, 2.1100509497, 4.695963e-01,5.137365e-01,0.815489445,Not_significant,4.807818e+00,4.856467e+00,4.732664e+00,3.718929e+00,2.945974e+00,4.765046e+00,4.725722e+00,3.681880e+00
262,AGIS_Os01g002620,-2.164047e-01, 2.1344965337, 4.679568e-01,5.145443e-01,0.815820411,Not_significant,4.573291e+00,6.688761e+00,3.333701e+00,4.132144e+00,5.411399e+00,3.734309e+00,4.317107e+00,2.646351e+00
263,AGIS_Os01g002630, 4.187623e-01, 2.8982775633, 2.073205e+00,1.905271e-01,0.616179108,Not_significant,6.027363e+00,7.898430e+00,4.926138e+00,6.394984e+00,7.500743e+00,5.998550e+00,1.078389e+01,9.818347e+00
264,AGIS_Os01g002640, 1.944125e-01, 5.5246302597, 7.104359e-01,4.255012e-01,0.770337021,Not_significant,3.562476e+01,5.630300e+01,3.475085e+01,4.464683e+01,3.829766e+01,4.790392e+01,6.610682e+01,4.433597e+01
265,AGIS_Os01g002650, 7.012489e-01, 1.9760476781, 3.201049e+00,1.141015e-01,0.550638444,Not_significant,2.673616e+00,2.668389e+00,4.152243e+00,2.302194e+00,4.930850e+00,5.491631e+00,2.718179e+00,6.232349e+00
266,AGIS_Os01g002660, 3.775405e-01, 5.4059289288, 4.545619e+00,6.775708e-02,0.493231679,Not_significant,3.822802e+01,3.125572e+01,4.143314e+01,3.679575e+01,4.393889e+01,4.969503e+01,4.771914e+01,4.982044e+01
271,AGIS_Os01g002710, 8.116344e-01, 1.0361318927, 2.046899e+00,1.930480e-01,0.618479809,Not_significant,2.603258e+00,4.980992e-01,1.532907e+00,1.554473e+00,1.253606e+00,2.213550e+00,3.908492e+00,2.550469e+00
272,AGIS_Os01g002720, 3.914109e-01, 4.5821418484, 7.224631e-01,4.217815e-01,0.768272090,Not_significant,2.903453e+01,1.439151e+01,1.714475e+01,1.971623e+01,1.011242e+01,3.134454e+01,4.260257e+01,2.698128e+01
276,AGIS_Os01g002760,-2.276264e-01, 1.8690679478, 4.148425e-01,5.388184e-01,0.827574266,Not_significant,3.869707e+00,4.927624e+00,4.330834e+00,2.302194e+00,5.620334e+00,2.652880e+00,2.504988e+00,2.723057e+00
278,AGIS_Os01g002780,-6.546812e-01, 2.3222858512, 9.942673e-01,3.499466e-01,0.726832817,Not_significant,2.134202e+00,1.049566e+01,7.575239e+00,3.030239e+00,8.336480e+00,2.382523e+00,4.530298e+00,1.208117e+00
279,AGIS_Os01g002790,-1.153671e+00,-1.2816149422, 1.218189e+00,3.039315e-01,0.698701703,Not_significant,2.345277e-01,5.692562e-01,8.036600e-01,3.541837e-01,2.298278e-01,1.351786e-01,7.106350e-02,5.752937e-01
280,AGIS_Os01g002800,-7.009251e-01, 5.7894576274, 1.188150e+01,9.623881e-03,0.315869070,Not_significant,7.401695e+01,7.096135e+01,6.136093e+01,6.398920e+01,6.387123e+01,3.497746e+01,3.947577e+01,3.353963e+01
282,AGIS_Os01g002820, 5.236003e-01, 2.8999750191, 3.335306e+00,1.079373e-01,0.547765768,Not_significant,5.276874e+00,5.745930e+00,8.631904e+00,4.801157e+00,1.080191e+01,1.035806e+01,6.715500e+00,7.076113e+00
283,AGIS_Os01g002830, 3.677283e-01, 2.9223392904, 5.749760e-01,4.715656e-01,0.793304034,Not_significant,5.886646e+00,2.632810e+00,9.629037e+00,8.834917e+00,8.587201e+00,9.580783e+00,3.784131e+00,1.140999e+01
286,AGIS_Os01g002860,-7.277760e-01, 0.6018825518, 2.255057e+00,1.741478e-01,0.603036193,Not_significant,1.313355e+00,3.468905e+00,1.622203e+00,1.219966e+00,1.295393e+00,8.448662e-01,9.415913e-01,1.131411e+00
290,AGIS_Os01g002900,-6.294638e-01, 4.7274195354, 6.754547e+00,3.359215e-02,0.444882531,Not_significant,2.844821e+01,4.011478e+01,2.796439e+01,3.075495e+01,3.111032e+01,1.811393e+01,1.911608e+01,1.601234e+01
291,AGIS_Os01g002910,-5.685510e-01, 7.7124177160, 6.451121e+00,3.647398e-02,0.451242216,Not_significant,2.286880e+02,2.484092e+02,2.502806e+02,2.678810e+02,2.278638e+02,1.484092e+02,1.595020e+02,1.465465e+02
292,AGIS_Os01g002920,-4.420536e-01, 1.7670099166, 2.460721e+00,1.577588e-01,0.590773504,Not_significant,3.517916e+00,4.465104e+00,4.062948e+00,3.482807e+00,3.154909e+00,2.720469e+00,2.629349e+00,2.895645e+00
294,AGIS_Os01g002940,-1.168647e+00, 5.1720127989, 1.037166e+01,1.343427e-02,0.350351745,Not_significant,3.529642e+01,4.993444e+01,2.702679e+01,8.781789e+01,3.612475e+01,1.225056e+01,1.577610e+01,2.391304e+01
296,AGIS_Os01g002960, 1.170383e-01,-1.6459722480, 8.146606e-03,9.304582e-01,0.982809922,Not_significant,0.000000e+00,4.625207e-01,4.613604e-01,2.754762e-01,2.298278e-01,6.758930e-02,3.553175e-01,3.835292e-01
298,AGIS_Os01g002980,-6.612328e-03, 1.8710849105, 3.305880e-04,9.859705e-01,0.997478989,Not_significant,3.142672e+00,4.038161e+00,3.036049e+00,3.974729e+00,4.972637e+00,3.463952e+00,4.405937e+00,1.936822e+00
299,AGIS_Os01g002990,-1.887476e-01, 1.6228213192, 2.069338e-01,6.621283e-01,0.886309101,Not_significant,2.978502e+00,6.457500e+00,3.303935e+00,1.082228e+00,2.799720e+00,3.413260e+00,1.936480e+00,2.358704e+00
300,AGIS_Os01g003000,-7.753382e-02, 5.8636351443, 7.470589e-02,7.920193e-01,0.934698731,Not_significant,4.366906e+01,6.487742e+01,6.380167e+01,6.304471e+01,8.601827e+01,4.626487e+01,4.429032e+01,5.355985e+01
301,AGIS_Os01g003010,-6.046310e-01,-0.0129660219, 5.446883e-01,4.830672e-01,0.799558260,Not_significant,8.677526e-01,1.387562e+00,5.953037e-01,1.357704e+00,1.734155e+00,3.379465e-01,1.119250e+00,2.492940e-01
304,AGIS_Os01g003040, 6.627337e-01, 1.6285955272, 2.873933e+00,1.312072e-01,0.567688066,Not_significant,2.884691e+00,1.850083e+00,3.036049e+00,1.672534e+00,2.987761e+00,3.649822e+00,2.931369e+00,5.426938e+00
305,AGIS_Os01g003050, 8.221215e-01, 1.2542443372, 1.016649e+00,3.449018e-01,0.724449243,Not_significant,5.628665e-01,1.227459e+00,5.089847e+00,1.141259e+00,4.659236e+00,2.298036e+00,1.172548e+00,2.607998e+00
307,AGIS_Os01g003070, 1.684627e-01, 5.9792995548, 8.675659e-01,3.805608e-01,0.743235087,Not_significant,6.362737e+01,4.691027e+01,5.820582e+01,6.969549e+01,6.048649e+01,6.378740e+01,6.731490e+01,7.438548e+01
308,AGIS_Os01g003080,-1.653432e-01, 3.3163601785, 6.869612e-01,4.327168e-01,0.773720202,Not_significant,9.943976e+00,1.012209e+01,1.010528e+01,1.149129e+01,6.957514e+00,9.428707e+00,9.398147e+00,1.194693e+01
309,AGIS_Os01g003090, 1.040992e+00,-1.2853375700, 1.713783e+00,2.290772e-01,0.643802238,Not_significant,1.407166e-01,3.735744e-01,1.488259e-01,3.541837e-01,3.760818e-01,3.886385e-01,5.685080e-01,6.328231e-01
311,AGIS_Os01g003110, 3.677933e-01, 0.8425676790, 5.208733e-01,4.924706e-01,0.804206149,Not_significant,9.615637e-01,1.636612e+00,1.919854e+00,1.416735e+00,3.113122e+00,1.554554e+00,1.030421e+00,2.416234e+00
312,AGIS_Os01g003120, 2.673728e-02, 0.2947865092, 4.080430e-03,9.507323e-01,0.987585346,Not_significant,7.973943e-01,9.250414e-01,8.929555e-01,2.085749e+00,6.268030e-01,1.233505e+00,9.415913e-01,2.013528e+00
313,AGIS_Os01g003130, 4.754225e-01, 4.5889454564, 4.085283e+00,8.048849e-02,0.515921888,Not_significant,1.838697e+01,1.810946e+01,2.626778e+01,1.743371e+01,3.754550e+01,2.448422e+01,2.229617e+01,2.770998e+01
315,AGIS_Os01g003150, 3.984374e-01, 4.5180833638, 4.685477e+00,6.448536e-02,0.492277116,Not_significant,2.263193e+01,1.755800e+01,2.032962e+01,1.818143e+01,3.000297e+01,2.928306e+01,2.105256e+01,2.397057e+01
316,AGIS_Os01g003160, 1.295958e+00,-0.3990675970, 3.626426e+00,9.573375e-02,0.534166560,Not_significant,1.876222e-01,5.514670e-01,6.101863e-01,3.541837e-01,1.232713e+00,8.110716e-01,6.751032e-01,1.342352e+00
317,AGIS_Os01g003170, 3.266224e-01, 4.8219061480, 1.906694e+00,2.072907e-01,0.629415041,Not_significant,1.709707e+01,2.828492e+01,2.652078e+01,2.872824e+01,3.645904e+01,2.516012e+01,2.853199e+01,3.518880e+01
321,AGIS_Os01g003210, 9.146734e-02,-0.7218023493, 2.124792e-02,8.879365e-01,0.968037616,Not_significant,2.345277e-01,4.625207e-01,4.167126e-01,1.180612e+00,2.925081e-01,4.055358e-01,6.573373e-01,9.012935e-01
322,AGIS_Os01g003220, 1.256477e-01, 3.4398440311, 8.008346e-02,7.848787e-01,0.932055415,Not_significant,4.901629e+00,1.282605e+01,1.248649e+01,1.056648e+01,1.855337e+01,7.603796e+00,8.278897e+00,1.129493e+01
324,AGIS_Os01g003240,-5.936637e-01, 4.7521265464, 6.249863e+00,3.899060e-02,0.454595191,Not_significant,3.679740e+01,3.986573e+01,2.166905e+01,2.990885e+01,3.499650e+01,1.661007e+01,1.828108e+01,1.718211e+01
326,AGIS_Os01g003260,-9.439126e-01,-0.1762814303, 1.179326e+00,3.113411e-01,0.703191893,Not_significant,4.690554e-01,9.250414e-01,1.116194e+00,1.298674e+00,1.859516e+00,2.196652e-01,2.131905e-01,6.903525e-01
328,AGIS_Os01g003280,-9.428832e-02, 1.4927990000, 5.161254e-02,8.263833e-01,0.946958120,Not_significant,1.336808e+00,2.650599e+00,3.318818e+00,4.565035e+00,3.008655e+00,2.635983e+00,2.256266e+00,2.435410e+00
329,AGIS_Os01g003290,-1.356834e-01, 4.4669182138, 5.690127e-01,4.736071e-01,0.794715312,Not_significant,2.455505e+01,2.511843e+01,2.088028e+01,2.172327e+01,2.210525e+01,2.022610e+01,2.441031e+01,1.760399e+01
330,AGIS_Os01g003300,-3.122952e-01, 3.5729048317, 1.074688e+00,3.323264e-01,0.717771851,Not_significant,1.031922e+01,1.394678e+01,1.401940e+01,1.298674e+01,1.742512e+01,8.279689e+00,7.479433e+00,1.045117e+01
332,AGIS_Os01g003320,-6.396183e-01, 3.3738052450, 1.203036e+01,9.316475e-03,0.315819826,Not_significant,1.376678e+01,1.302174e+01,1.101312e+01,1.247514e+01,8.963283e+00,8.972479e+00,6.910925e+00,7.517172e+00
333,AGIS_Os01g003330,-5.561179e-01,-0.7842248826, 1.866205e-01,6.779600e-01,0.891751308,Not_significant,7.739415e-01,3.557851e-01,7.738948e-01,4.328912e-01,0.000000e+00,7.941743e-01,4.796786e-01,7.287054e-01
336,AGIS_Os01g003360, 7.620032e-01,-1.1758232476, 3.698639e-01,5.611355e-01,0.840195618,Not_significant,5.628665e-01,3.202066e-01,1.190607e-01,1.770919e-01,4.178687e-02,6.589957e-01,9.238255e-01,4.410585e-01
337,AGIS_Os01g003370, 9.097205e-02, 0.0279112721, 2.242086e-02,8.849422e-01,0.966975699,Not_significant,7.739415e-01,9.961984e-01,9.822511e-01,7.870750e-01,1.859516e+00,9.800448e-01,3.375516e-01,1.150587e+00
344,AGIS_Os01g003440, 1.103332e-01,-0.1435860796, 4.109216e-02,8.447365e-01,0.953028500,Not_significant,9.381109e-01,6.582025e-01,5.060081e-01,1.338027e+00,8.357374e-01,7.941743e-01,1.101484e+00,7.862348e-01
345,AGIS_Os01g003450,-2.524847e-01, 4.5875138180, 1.837796e+00,2.145131e-01,0.633396710,Not_significant,3.053551e+01,2.696851e+01,2.111840e+01,2.518640e+01,2.979404e+01,1.960090e+01,2.170990e+01,1.714375e+01
346,AGIS_Os01g003460,-5.838658e-01, 0.7646961237, 1.965911e+00,2.007853e-01,0.625616119,Not_significant,2.532899e+00,1.850083e+00,1.101312e+00,2.243164e+00,9.610980e-01,1.419375e+00,6.395715e-01,2.569645e+00
347,AGIS_Os01g003470,-4.192831e-03,-0.7890953454, 3.834986e-05,9.952201e-01,0.998825597,Not_significant,7.504887e-01,3.202066e-01,5.953037e-01,4.328912e-01,5.014424e-01,3.886385e-01,3.020199e-01,1.054705e+00
349,AGIS_Os01g003490, 7.913696e-02, 4.1386932983, 4.881955e-02,8.310581e-01,0.948434750,Not_significant,2.089642e+01,1.857198e+01,9.420681e+00,1.800434e+01,2.726593e+01,1.735355e+01,2.105256e+01,8.073289e+00
350,AGIS_Os01g003500,-5.922143e-01, 7.3111031486, 7.959879e+00,2.389375e-02,0.405240130,Not_significant,2.006150e+02,1.877656e+02,1.528889e+02,2.237654e+02,1.252770e+02,1.100692e+02,1.421448e+02,1.276193e+02
351,AGIS_Os01g003510, 1.464517e-01, 0.2911159578, 1.036463e-01,7.562630e-01,0.922024188,Not_significant,9.381109e-01,1.387562e+00,1.041781e+00,1.082228e+00,1.775942e+00,9.969422e-01,1.332441e+00,9.396464e-01
352,AGIS_Os01g003520, 1.902587e-01, 6.8263293753, 1.074184e+00,3.321760e-01,0.717766574,Not_significant,1.080704e+02,9.227288e+01,1.057111e+02,1.162510e+02,1.471942e+02,1.003701e+02,1.109656e+02,1.267372e+02
353,AGIS_Os01g003530, 1.008183e-01, 0.0249143929, 2.870642e-02,8.699608e-01,0.962263435,Not_significant,1.970033e+00,1.102934e+00,4.464778e-01,5.903062e-01,7.730571e-01,9.293529e-01,1.119250e+00,9.396464e-01
354,AGIS_Os01g003540,-2.609992e-01, 1.5036347617, 4.717414e-01,5.129705e-01,0.814848521,Not_significant,3.447558e+00,2.454917e+00,2.172858e+00,3.541837e+00,4.847277e+00,2.957032e+00,1.243611e+00,1.745058e+00
356,AGIS_Os01g003560,-4.473869e-01, 0.6343343384, 5.278411e-01,4.896852e-01,0.803068617,Not_significant,8.442998e-01,2.383760e+00,9.673685e-01,2.872824e+00,2.214704e+00,1.301094e+00,8.527620e-01,6.903525e-01
358,AGIS_Os01g003580, 9.586100e-01, 2.9473716588, 5.857258e+00,4.398455e-02,0.463340240,Not_significant,3.799349e+00,2.312603e+00,8.125895e+00,7.851073e+00,1.205551e+01,8.178305e+00,6.200290e+00,1.288658e+01
359,AGIS_Os01g003590, 1.242051e+00, 2.1354139732, 1.592324e+01,4.561507e-03,0.272320282,Not_significant,2.063844e+00,2.170289e+00,4.137361e+00,2.282517e+00,5.912842e+00,6.201318e+00,5.418592e+00,6.654231e+00
360,AGIS_Os01g003600,-3.065308e-01, 6.2173095123, 1.349720e+00,2.811531e-01,0.684314580,Not_significant,6.576157e+01,8.645579e+01,8.844725e+01,8.348898e+01,9.577550e+01,7.242193e+01,4.699074e+01,5.559255e+01
362,AGIS_Os01g003620,-2.652214e+00,-1.1504008692, 3.659762e+00,9.475308e-02,0.531670788,Not_significant,3.986971e-01,7.471488e-01,7.441296e-01,5.115987e-01,0.000000e+00,5.407144e-01,3.375516e-01,0.000000e+00
369,AGIS_Os01g003690,-6.613388e-01, 2.0149390825, 1.179615e+00,3.112858e-01,0.703191893,Not_significant,7.598698e+00,4.055951e+00,2.068680e+00,5.155341e+00,3.426523e+00,2.686675e+00,6.040397e+00,1.035529e+00
370,AGIS_Os01g003700,-1.079379e-01, 5.7544354844, 4.074429e-01,5.422145e-01,0.829009932,Not_significant,6.032053e+01,5.402597e+01,5.265461e+01,5.664972e+01,5.300664e+01,4.638316e+01,5.054391e+01,5.798961e+01
372,AGIS_Os01g003720,-6.216527e-01,-2.1369379694, 3.836355e-01,5.539597e-01,0.836131759,Not_significant,2.814333e-01,2.134711e-01,2.381215e-01,1.574150e-01,8.357374e-02,3.041518e-01,1.065952e-01,1.342352e-01
374,AGIS_Os01g003740, 2.514964e-01, 0.9712867069, 2.920064e-01,6.046927e-01,0.860627959,Not_significant,2.228013e+00,1.956818e+00,9.673685e-01,1.849626e+00,1.170032e+00,2.821853e+00,2.576052e+00,1.821764e+00
375,AGIS_Os01g003750, 3.946238e-01, 0.9250576304, 1.245192e+00,2.988566e-01,0.694985768,Not_significant,1.805863e+00,1.245248e+00,1.771028e+00,1.593827e+00,1.671475e+00,1.960090e+00,2.753710e+00,2.090234e+00
376,AGIS_Os01g003760, 2.328668e-01, 3.3770819197, 1.568333e+00,2.479912e-01,0.657811353,Not_significant,8.067754e+00,9.072521e+00,9.480211e+00,1.145194e+01,9.067750e+00,1.079739e+01,1.247164e+01,1.240717e+01
377,AGIS_Os01g003770, 5.027683e-02, 2.1579771523, 2.710169e-02,8.735869e-01,0.963085825,Not_significant,3.541369e+00,3.824690e+00,3.422996e+00,6.591753e+00,2.674360e+00,4.443996e+00,5.880504e+00,5.024232e+00
378,AGIS_Os01g003780,-2.442910e-02, 1.6176019229, 3.054876e-03,9.573743e-01,0.989103818,Not_significant,2.040391e+00,2.490496e+00,4.866608e+00,2.912177e+00,4.178687e+00,3.413260e+00,1.900949e+00,2.435410e+00
379,AGIS_Os01g003790,-1.705098e-01, 8.3188264230, 6.385205e-01,4.487460e-01,0.781141880,Not_significant,3.039714e+02,3.672058e+02,3.440111e+02,3.340149e+02,3.535378e+02,2.849058e+02,3.114535e+02,2.551044e+02
380,AGIS_Os01g003800,-1.441952e-01, 4.9972454326, 3.728537e-01,5.595942e-01,0.839186121,Not_significant,3.046515e+01,3.363949e+01,3.527174e+01,3.166009e+01,4.815937e+01,2.353797e+01,2.824774e+01,2.423904e+01
381,AGIS_Os01g003810, 4.729299e-01, 4.6132664247, 1.538314e+00,2.524655e-01,0.661060091,Not_significant,1.083518e+01,2.056438e+01,2.253224e+01,2.654410e+01,4.615360e+01,1.916157e+01,2.350425e+01,2.621422e+01
385,AGIS_Os01g003850,-4.601367e-01, 2.3913371008, 2.977285e+00,1.251235e-01,0.561175908,Not_significant,6.097721e+00,6.955600e+00,6.726932e+00,4.407620e+00,3.489203e+00,4.291920e+00,4.867849e+00,4.832467e+00
387,AGIS_Os01g003870, 1.989110e-01, 3.6289675462, 7.772659e-01,4.054194e-01,0.758213742,Not_significant,1.053029e+01,1.022882e+01,1.331992e+01,1.166839e+01,1.612973e+01,1.394029e+01,1.014431e+01,1.271399e+01
392,AGIS_Os01g003920,-8.180703e-01, 3.5581534933, 1.099581e+01,1.171498e-02,0.336666946,Not_significant,1.318046e+01,1.190101e+01,1.587973e+01,1.894883e+01,1.136603e+01,7.992435e+00,7.479433e+00,7.191172e+00
393,AGIS_Os01g003930,-5.681399e-01, 6.1688460886, 3.084821e+00,1.198199e-01,0.556855889,Not_significant,6.719219e+01,1.158436e+02,6.880222e+01,8.372510e+01,1.039657e+02,4.795461e+01,4.604915e+01,4.174715e+01
